2017-10-18 23:13:12,829 [main] INFO  myLogger - B40K,39442,3077,14,12.782,12.818,1.645,2.707,2,15
2017-10-18 23:13:41,263 [main] INFO  myLogger - B40K,39442,529,20,10.337,74.560,2.391,5.717,61,77
2017-10-18 23:14:05,281 [main] INFO  myLogger - B40K,39442,1024,20,6.297,38.518,2.972,8.836,9,41
2017-10-18 23:14:33,615 [main] INFO  myLogger - B40K,39442,1520,20,8.774,25.949,0.779,0.607,23,28
2017-10-18 23:15:07,361 [main] INFO  myLogger - B40K,39442,1979,20,11.464,19.930,0.832,0.691,14,22
2017-10-18 23:15:43,379 [main] INFO  myLogger - B40K,39442,2500,20,12.220,15.777,1.696,2.877,5,18
2017-10-18 23:16:23,305 [main] INFO  myLogger - B40K,39442,3077,20,12.919,12.818,1.614,2.605,2,15
2017-10-18 23:16:48,679 [main] INFO  myLogger - B40K,39442,529,26,8.030,74.560,2.387,5.698,61,77
2017-10-18 23:17:16,166 [main] INFO  myLogger - B40K,39442,1024,26,9.086,38.518,2.963,8.781,9,41
2017-10-18 23:17:45,812 [main] INFO  myLogger - B40K,39442,1520,26,8.271,25.949,0.743,0.551,23,28
2017-10-18 23:18:17,131 [main] INFO  myLogger - B40K,39442,1979,26,10.061,19.930,0.812,0.659,14,22
2017-10-18 23:18:51,648 [main] INFO  myLogger - B40K,39442,2500,26,9.005,15.777,1.687,2.846,5,18
2017-10-18 23:19:30,085 [main] INFO  myLogger - B40K,39442,3077,26,10.060,12.818,1.601,2.562,2,15
2017-10-18 23:19:58,467 [main] INFO  myLogger - B60K,59142,529,2,8.279,111.800,1.415,2.001,94,114
2017-10-18 23:20:27,664 [main] INFO  myLogger - B60K,59142,1024,2,10.569,57.756,1.435,2.060,50,60
2017-10-18 23:21:00,284 [main] INFO  myLogger - B60K,59142,1560,2,10.303,37.912,1.084,1.174,17,40
2017-10-18 23:21:39,383 [main] INFO  myLogger - B60K,59142,2069,2,10.230,28.585,2.908,8.455,9,31
2017-10-18 23:22:25,760 [main] INFO  myLogger - B60K,59142,2600,2,11.137,22.747,2.000,3.999,8,25
2017-10-18 23:23:18,645 [main] INFO  myLogger - B60K,59142,2968,2,13.449,19.927,0.881,0.776,16,22
2017-10-18 23:23:41,670 [main] INFO  myLogger - B60K,59142,529,8,6.839,111.800,1.412,1.994,94,114
2017-10-18 23:24:06,246 [main] INFO  myLogger - B60K,59142,1024,8,6.961,57.756,1.591,2.532,50,60
2017-10-18 23:24:34,286 [main] INFO  myLogger - B60K,59142,1560,8,8.019,37.912,1.165,1.356,16,40
2017-10-18 23:25:07,960 [main] INFO  myLogger - B60K,59142,2069,8,11.617,28.585,2.919,8.523,9,31
2017-10-18 23:25:45,750 [main] INFO  myLogger - B60K,59142,2600,8,12.994,22.747,2.043,4.174,8,25
2017-10-18 23:26:25,515 [main] INFO  myLogger - B60K,59142,2968,8,12.724,19.927,0.945,0.892,15,22
2017-10-18 23:26:50,561 [main] INFO  myLogger - B60K,59142,529,14,7.412,111.800,1.475,2.175,93,114
2017-10-18 23:27:14,970 [main] INFO  myLogger - B60K,59142,1024,14,6.992,57.756,1.558,2.427,49,60
2017-10-18 23:27:42,808 [main] INFO  myLogger - B60K,59142,1560,14,7.561,37.912,1.121,1.256,16,40
2017-10-18 23:28:15,970 [main] INFO  myLogger - B60K,59142,2069,14,11.144,28.585,2.958,8.749,9,31
2017-10-18 23:28:52,658 [main] INFO  myLogger - B60K,59142,2600,14,11.512,22.747,1.961,3.844,9,25
2017-10-18 23:29:31,519 [main] INFO  myLogger - B60K,59142,2968,14,11.682,19.927,0.881,0.776,15,22
2017-10-18 23:29:57,543 [main] INFO  myLogger - B60K,59142,529,20,8.150,111.800,1.450,2.104,93,114
2017-10-18 23:30:24,352 [main] INFO  myLogger - B60K,59142,1024,20,8.968,57.756,1.513,2.290,50,60
2017-10-18 23:30:54,470 [main] INFO  myLogger - B60K,59142,1560,20,10.607,37.912,1.069,1.142,16,40
2017-10-18 23:31:28,058 [main] INFO  myLogger - B60K,59142,2069,20,12.141,28.585,2.989,8.933,9,31
2017-10-18 23:32:04,178 [main] INFO  myLogger - B60K,59142,2600,20,10.215,22.747,2.041,4.166,9,25
2017-10-18 23:32:41,428 [main] INFO  myLogger - B60K,59142,2968,20,10.522,19.927,0.863,0.744,15,22
2017-10-18 23:33:09,509 [main] INFO  myLogger - B60K,59142,529,26,7.999,111.800,1.440,2.073,93,114
2017-10-18 23:33:37,588 [main] INFO  myLogger - B60K,59142,1024,26,10.738,57.756,1.507,2.272,50,60
2017-10-18 23:34:08,761 [main] INFO  myLogger - B60K,59142,1560,26,11.894,37.912,1.046,1.095,16,40
2017-10-18 23:34:43,577 [main] INFO  myLogger - B60K,59142,2069,26,11.820,28.585,2.979,8.873,9,31
2017-10-18 23:35:19,990 [main] INFO  myLogger - B60K,59142,2600,26,12.090,22.747,2.031,4.126,9,25
2017-10-18 23:35:57,420 [main] INFO  myLogger - B60K,59142,2968,26,10.952,19.927,0.840,0.705,15,22
2017-10-18 23:36:28,652 [main] INFO  myLogger - B80K,78857,529,2,11.344,149.068,4.370,19.099,128,152
2017-10-18 23:36:56,422 [main] INFO  myLogger - B80K,78857,1024,2,8.608,77.009,5.417,29.345,46,80
2017-10-18 23:37:30,858 [main] INFO  myLogger - B80K,78857,1560,2,11.492,50.549,2.840,8.064,33,53
2017-10-18 23:38:10,819 [main] INFO  myLogger - B80K,78857,2025,2,13.273,38.942,1.027,1.055,10,41
2017-10-18 23:38:56,902 [main] INFO  myLogger - B80K,78857,2551,2,13.272,30.912,0.992,0.984,7,33
2017-10-18 23:39:53,033 [main] INFO  myLogger - B80K,78857,3080,2,15.345,25.603,2.908,8.456,4,28
2017-10-18 23:40:16,427 [main] INFO  myLogger - B80K,78857,529,8,6.954,149.068,4.347,18.899,128,152
2017-10-18 23:40:44,479 [main] INFO  myLogger - B80K,78857,1024,8,8.869,77.009,5.567,30.995,45,80
2017-10-18 23:41:16,028 [main] INFO  myLogger - B80K,78857,1560,8,11.384,50.549,2.926,8.563,33,53
2017-10-18 23:41:50,899 [main] INFO  myLogger - B80K,78857,2025,8,13.370,38.942,1.111,1.235,9,41
2017-10-18 23:42:29,082 [main] INFO  myLogger - B80K,78857,2551,8,11.563,30.912,1.095,1.200,7,33
2017-10-18 23:43:07,852 [main] INFO  myLogger - B80K,78857,3080,8,11.083,25.603,2.945,8.673,4,28
2017-10-18 23:43:37,619 [main] INFO  myLogger - B80K,78857,529,14,10.639,149.068,4.453,19.829,128,152
2017-10-18 23:44:02,812 [main] INFO  myLogger - B80K,78857,1024,14,7.403,77.009,5.560,30.919,45,80
2017-10-18 23:44:33,740 [main] INFO  myLogger - B80K,78857,1560,14,10.719,50.549,2.910,8.467,33,53
2017-10-18 23:45:07,143 [main] INFO  myLogger - B80K,78857,2025,14,11.542,38.942,1.046,1.095,9,41
2017-10-18 23:45:44,055 [main] INFO  myLogger - B80K,78857,2551,14,12.864,30.912,1.028,1.056,7,33
2017-10-18 23:46:25,744 [main] INFO  myLogger - B80K,78857,3080,14,12.976,25.603,3.018,9.108,4,28
2017-10-18 23:46:50,178 [main] INFO  myLogger - B80K,78857,529,20,7.534,149.068,4.463,19.920,128,152
2017-10-18 23:47:17,840 [main] INFO  myLogger - B80K,78857,1024,20,8.194,77.009,5.567,30.997,46,80
2017-10-18 23:47:48,363 [main] INFO  myLogger - B80K,78857,1560,20,10.735,50.549,2.889,8.344,33,53
2017-10-18 23:48:21,528 [main] INFO  myLogger - B80K,78857,2025,20,11.794,38.942,0.994,0.987,9,41
2017-10-18 23:48:58,395 [main] INFO  myLogger - B80K,78857,2551,20,11.617,30.912,1.007,1.014,6,33
2017-10-18 23:49:38,769 [main] INFO  myLogger - B80K,78857,3080,20,13.810,25.603,3.001,9.004,4,28
2017-10-18 23:50:05,273 [main] INFO  myLogger - B80K,78857,529,26,9.134,149.068,4.454,19.840,128,152
2017-10-18 23:50:32,053 [main] INFO  myLogger - B80K,78857,1024,26,8.032,77.009,5.566,30.981,46,80
2017-10-18 23:51:00,663 [main] INFO  myLogger - B80K,78857,1560,26,8.988,50.549,2.878,8.282,33,53
2017-10-18 23:51:32,976 [main] INFO  myLogger - B80K,78857,2025,26,9.547,38.942,0.978,0.956,9,41
2017-10-18 23:52:09,088 [main] INFO  myLogger - B80K,78857,2551,26,11.463,30.912,0.987,0.975,6,33
2017-10-18 23:52:48,292 [main] INFO  myLogger - B80K,78857,3080,26,11.294,25.603,2.991,8.944,4,28
