PBFE,4,8M,42779824,66.4,4,17.2421837349398,1144.881
PBFE,5,8M,76032814,69.255,4,16.4302360840373,1137.876
PBFE,6,8M,96448754,60.697,4,20.2067647494934,1226.49
PBFE,7,8M,140755352,62.968,4,19.8789702706136,1251.739
PBFE,8,8M,180170340,83.204,4,16.8861112446517,1404.992
PBFE,9,8M,222665686,83.699,4,16.6905458846581,1396.982
PBFE,10,8M,272195122,95.321,4,15.2417410644034,1452.858
PBFE,2,16M,34721212,90.316,4,25.9332565658355,2342.188
PBFE,3,16M,86160738,112.794,4,22.2182917531074,2506.09
PBFE,4,16M,170946176,125.137,4,20.2005002517241,2527.83
PBFE,5,16M,303843356,164.259,4,16.7258597702409,2747.373
PBFE,6,16M,385416154,211.297,4,13.3954291826197,2830.414
PBFE,7,16M,562460534,358.135,4,9.00735197621009,3225.848
PBFE,8,16M,719924862,542.947,4,6.14216120542152,3334.868
PBFE,9,16M,889713766,386.617,4,9.99269561348828,3863.346
PBFE,10,16M,1087550848,666.658,4,6.49912248859235,4332.692
