"","V1","V2","V3","V4","V5"
"71",5546336,55.46336,0.2,0.2,120000019.669533
"72",5659520,56.5952,0.2,0.2,120000019.669533
"73",5692032,56.920319,0.2,0.2,120000019.669533
"74",5488352,54.883518,0.2,0.2,120000019.669533
"75",5446400,54.464001,0.2,0.2,120000019.669533
"76",5283648,52.836479,0.4,0.4,240000021.457672
"77",5452224,54.52224,0.2,0.2,120000019.669533
"78",5574976,55.74976,0.2,0.2,120000019.669533
"79",5512128,55.121281,0.2,0.2,120000019.669533
"80",5468704,54.687038,0.2,0.2,120000019.669533
"81",5323552,53.235519,0.4,0.4,240000021.457672
"82",5283424,52.83424,0.6,0.6,360000014.305115
"83",5385184,53.851841,0.8,0.8,480000007.152557
"84",5461632,54.616322,0.6,0.6,360000014.305115
"85",5411904,54.119041,0.4,0.4,240000021.457672
"86",5741216,57.412159,0.2,0.2,120000019.669533
"87",5521344,55.21344,0.2,0.2,120000019.669533
"88",5320000,53.200001,0.4,0.4,240000021.457672
"89",5432992,54.329922,0.2,0.2,120000019.669533
"90",5387616,53.87616,0.4,0.4,240000021.457672
"91",5431840,54.318401,0.2,0.2,120000019.669533
"92",5226592,52.265919,0.4,0.4,240000021.457672
"93",5282560,52.8256,0.6,0.6,360000014.305115
"94",5233920,52.339199,0.8,0.8,480000007.152557
"95",5373760,53.737598,1,1,6e+08
"96",5432448,54.324478,0.8,0.8,480000007.152557
"97",5353216,53.532162,1,1,6e+08
"98",5467200,54.672001,0.8,0.8,480000007.152557
"99",5531904,55.319038,0.6,0.6,360000014.305115
"100",5321280,53.212799,0.8,0.8,480000007.152557
"101",5275840,52.7584,1,1,6e+08
"102",5377984,53.779839,1.2,1.2,720000028.610229
"103",5411072,54.110722,1,1,6e+08
"104",5328384,53.28384,1.2,1.2,720000028.610229
"105",5340160,53.4016,1.4,1.4,840000057.220459
"106",5458176,54.58176,1.2,1.2,720000028.610229
"107",5459584,54.59584,1,1,6e+08
"108",5380224,53.802238,1.2,1.2,720000028.610229
"109",5495168,54.951679,1,1,6e+08
"110",5403072,54.03072,0.8,0.8,480000007.152557
"111",5434240,54.3424,0.6,0.6,360000014.305115
"112",5252992,52.529919,0.8,0.8,480000007.152557
"113",5344896,53.448959,1,1,6e+08
"114",5489280,54.892799,0.8,0.8,480000007.152557
"115",5384832,53.84832,1,1,6e+08
"116",5278976,52.789761,1.2,1.2,720000028.610229
"117",5303616,53.03616,1.4,1.4,840000057.220459
"118",5661248,56.61248,1.2,1.2,720000028.610229
"119",5470144,54.701439,1,1,6e+08
"120",5235648,52.35648,1.2,1.2,720000028.610229
"121",5293504,52.93504,1.4,1.4,840000057.220459
"122",5262976,52.629761,1.6,1.6,960000085.830688
"123",5247232,52.472321,1.8,1.8,1080000114.44092
"124",5397184,53.97184,2,2,1200000143.05115
"125",5333632,53.336319,2.2,2.2,1320000171.66138
"126",5455360,54.5536,2,2,1200000143.05115
"127",5304960,53.049599,2.2,2.2,1320000171.66138
"128",5260160,52.601601,2.4,2.4,1440000200.27161
"129",5342336,53.423359,2.6,2.6,1560000228.88184
"130",5411264,54.11264,2.4,2.4,1440000200.27161
"131",5323584,53.23584,2.6,2.6,1560000228.88184
"132",5339840,53.398399,2.8,2.8,1680000257.49206
"133",5346880,53.4688,3,3,1800000286.10229
"134",5238656,52.386559,3.200001,3.200001,1920000314.71252
"135",5327872,53.278721,3.400001,3.400001,2040000343.32275
"136",5400512,54.005119,3.200001,3.200001,1920000314.71252
"137",5436032,54.360321,3,3,1800000286.10229
"138",5390656,53.906559,3.200001,3.200001,1920000314.71252
"139",5252736,52.527359,3.400001,3.400001,2040000343.32275
"140",5377728,53.777279,3.600001,3.600001,2160000371.93298
"141",5355264,53.552639,3.800001,3.800001,2280000400.54321
"142",5401344,54.013439,3.600001,3.600001,2160000371.93298
"143",5385408,53.85408,3.800001,3.800001,2280000400.54321
"144",5481024,54.810242,3.600001,3.600001,2160000371.93298
"145",5251648,52.516479,3.800001,3.800001,2280000400.54321
"146",5243456,52.434559,4,4,2400000286.10229
"147",5391040,53.9104,4.2,4.2,2520000171.66138
"148",5362432,53.624321,4.4,4.4,2640000057.22046
"149",5315584,53.155842,4.6,4.6,2759999942.77954
"150",5254464,52.54464,4.8,4.8,2879999828.33862
"151",5263552,52.635521,5,5,2999999713.89771
"152",5403136,54.031361,4.8,4.8,2879999828.33862
"153",5369152,53.691521,5,5,2999999713.89771
"154",5168960,51.689602,5.199999,5.199999,3119999599.45679
"155",5316992,53.169922,5.399999,5.399999,3239999485.01587
"156",5228160,52.281601,5.599999,5.599999,3359999370.57495
"157",5336448,53.364479,5.799999,5.799999,3479999256.13403
"158",5376000,53.759998,5.999999,5.999999,3599999141.69312
"159",5423744,54.237438,5.799999,5.799999,3479999256.13403
"160",5403264,54.032639,5.599999,5.599999,3359999370.57495
"161",5343488,53.434879,5.799999,5.799999,3479999256.13403
"162",5362880,53.628799,5.999999,5.999999,3599999141.69312
"163",5441536,54.415359,5.799999,5.799999,3479999256.13403
"164",5327488,53.274879,5.999999,5.999999,3599999141.69312
"165",5415936,54.159359,5.799999,5.799999,3479999256.13403
"166",5485248,54.852482,5.599999,5.599999,3359999370.57495
"167",5318528,53.18528,5.799999,5.799999,3479999256.13403
"168",5341312,53.41312,5.999999,5.999999,3599999141.69312
"169",5302976,53.029758,6.199998,6.199998,3719999027.2522
"170",5204608,52.046082,6.399998,6.399998,3839998912.81128
"171",5331456,53.31456,6.599998,6.599998,3959998798.37036
"172",5458176,54.58176,6.399998,6.399998,3839998912.81128
"173",5134784,51.347839,6.599998,6.599998,3959998798.37036
"174",5230016,52.300159,6.799998,6.799998,4079998683.92944
"175",5256000,52.560001,6.999998,6.999998,4199998569.48852
"176",5338240,53.382401,7.199997,7.199997,4319998455.04761
"177",5353152,53.531521,7.399997,7.399997,4439998340.60669
"178",5359680,53.596802,7.599997,7.599997,4559998226.16577
"179",5247104,52.471039,7.799997,7.799997,4679998111.72485
"180",5347712,53.477119,7.999997,7.999997,4799997997.28394
"181",5282304,52.82304,8.199997,8.199997,4919998168.94531
"182",5247360,52.473598,8.399997,8.399997,5039998054.50439
"183",5273600,52.736,8.599997,8.599997,5159997940.06348
"184",5250752,52.507519,8.799996,8.799996,5279997825.62256
"185",5317632,53.176319,8.999996,8.999996,5399997711.18164
"186",5247232,52.472321,9.199996,9.199996,5519997596.74072
"187",5407872,54.07872,8.999996,8.999996,5399997711.18164
"188",5432640,54.326401,8.799996,8.799996,5279997825.62256
"189",5214912,52.14912,8.999996,8.999996,5399997711.18164
"190",5302080,53.020802,9.199996,9.199996,5519997596.74072
"191",5301952,53.01952,9.399996,9.399996,5639997482.2998
"192",5294720,52.947201,9.599996,9.599996,5759997367.85889
"193",5379584,53.795841,9.799995,9.799995,5879997253.41797
"194",5228992,52.289921,9.999995,9.999995,5999997138.97705
"195",5349312,53.493118,10.199995,10.199995,6119997024.53613
"196",5392320,53.923199,10.199995,10.199995,6119997024.53613
"197",5223616,52.23616,10.199995,10.199995,6119997024.53613
"198",5316864,53.16864,10.199995,10.199995,6119997024.53613
"199",5403264,54.032639,9.999995,9.999995,5999997138.97705
"200",5218304,52.183041,10.199995,10.199995,6119997024.53613
"201",5256576,52.565762,10.199995,10.199995,6119997024.53613
"202",5319680,53.1968,10.199995,10.199995,6119997024.53613
"203",5399552,53.995522,10.199995,10.199995,6119997024.53613
"204",5276416,52.76416,10.199995,10.199995,6119997024.53613
"205",5349760,53.497601,10.199995,10.199995,6119997024.53613
"206",5454848,54.548481,9.999995,9.999995,5999997138.97705
"207",5207936,52.079361,10.199995,10.199995,6119997024.53613
"208",5367296,53.672958,10.199995,10.199995,6119997024.53613
"209",5214080,52.1408,10.199995,10.199995,6119997024.53613
"210",5358592,53.585918,10.199995,10.199995,6119997024.53613
"211",5447296,54.472961,9.999995,9.999995,5999997138.97705
"212",5318656,53.186562,10.199995,10.199995,6119997024.53613
"213",5412480,54.124802,9.999995,9.999995,5999997138.97705
"214",5416960,54.169601,9.799995,9.799995,5879997253.41797
"215",5332224,53.322239,9.999995,9.999995,5999997138.97705
"216",5245952,52.459518,10.199995,10.199995,6119997024.53613
"217",5396480,53.964802,10.199995,10.199995,6119997024.53613
"218",5393664,53.936642,10.199995,10.199995,6119997024.53613
"219",5357824,53.578239,10.199995,10.199995,6119997024.53613
"220",5399424,53.99424,10.199995,10.199995,6119997024.53613
"221",5354496,53.54496,10.199995,10.199995,6119997024.53613
"222",5437184,54.371841,9.999995,9.999995,5999997138.97705
"223",5570944,55.709438,9.799995,9.799995,5879997253.41797
"224",5245440,52.454399,9.999995,9.999995,5999997138.97705
"225",5247744,52.47744,10.199995,10.199995,6119997024.53613
"226",5291776,52.917759,10.199995,10.199995,6119997024.53613
"227",5046784,50.467838,10.199995,10.199995,6119997024.53613
"228",5240832,52.408321,10.199995,10.199995,6119997024.53613
"229",5272192,52.72192,10.199995,10.199995,6119997024.53613
"230",5249408,52.49408,10.199995,10.199995,6119997024.53613
"231",5279232,52.79232,10.199995,10.199995,6119997024.53613
"232",5284480,52.844799,10.199995,10.199995,6119997024.53613
"233",5185536,51.855358,10.199995,10.199995,6119997024.53613
"234",5437952,54.37952,9.999995,9.999995,5999997138.97705
"235",5274624,52.746239,10.199995,10.199995,6119997024.53613
"236",5288832,52.888321,10.199995,10.199995,6119997024.53613
"237",5324672,53.246719,10.199995,10.199995,6119997024.53613
"238",5459712,54.597118,9.999995,9.999995,5999997138.97705
"239",5353088,53.53088,10.199995,10.199995,6119997024.53613
"240",5403520,54.035198,9.999995,9.999995,5999997138.97705
"241",5218176,52.181759,10.199995,10.199995,6119997024.53613
"242",5316992,53.169922,10.199995,10.199995,6119997024.53613
"243",5352704,53.527039,10.199995,10.199995,6119997024.53613
"244",5458560,54.585602,9.999995,9.999995,5999997138.97705
"245",5459200,54.591999,9.799995,9.799995,5879997253.41797
"246",5438976,54.389759,9.599996,9.599996,5759997367.85889
"247",5344896,53.448959,9.799995,9.799995,5879997253.41797
"248",5328640,53.2864,9.999995,9.999995,5999997138.97705
"249",5255552,52.555519,10.199995,10.199995,6119997024.53613
"250",5322368,53.223679,10.199995,10.199995,6119997024.53613
"251",5243904,52.439041,10.199995,10.199995,6119997024.53613
"252",5279360,52.793598,10.199995,10.199995,6119997024.53613
"253",5279616,52.796162,10.199995,10.199995,6119997024.53613
"254",5262336,52.62336,10.199995,10.199995,6119997024.53613
"255",5227904,52.279041,10.199995,10.199995,6119997024.53613
"256",5296640,52.9664,10.199995,10.199995,6119997024.53613
"257",5250176,52.501759,10.199995,10.199995,6119997024.53613
"258",5307904,53.079041,10.199995,10.199995,6119997024.53613
"259",5302656,53.026562,10.199995,10.199995,6119997024.53613
"260",5428352,54.28352,9.999995,9.999995,5999997138.97705
"261",5300480,53.004799,10.199995,10.199995,6119997024.53613
"262",5339392,53.393921,10.199995,10.199995,6119997024.53613
"263",5366784,53.667839,10.199995,10.199995,6119997024.53613
"264",5309952,53.099522,10.199995,10.199995,6119997024.53613
"265",5366016,53.66016,10.199995,10.199995,6119997024.53613
"266",5401344,54.013439,9.999995,9.999995,5999997138.97705
"267",5372160,53.7216,10.199995,10.199995,6119997024.53613
"268",5410048,54.100479,9.999995,9.999995,5999997138.97705
"269",5363200,53.632,10.199995,10.199995,6119997024.53613
"270",5226240,52.262402,10.199995,10.199995,6119997024.53613
"271",5359360,53.593601,10.199995,10.199995,6119997024.53613
"272",5413888,54.138882,9.999995,9.999995,5999997138.97705
"273",5413632,54.136318,9.799995,9.799995,5879997253.41797
"274",5219712,52.197121,9.999995,9.999995,5999997138.97705
"275",5316096,53.160961,10.199995,10.199995,6119997024.53613
"276",5273088,52.730881,10.199995,10.199995,6119997024.53613
"277",5393280,53.9328,10.199995,10.199995,6119997024.53613
"278",5217408,52.17408,10.199995,10.199995,6119997024.53613
"279",5296640,52.9664,10.199995,10.199995,6119997024.53613
"280",5448448,54.484482,9.999995,9.999995,5999997138.97705
"281",5216896,52.168961,10.199995,10.199995,6119997024.53613
"282",5250560,52.5056,10.199995,10.199995,6119997024.53613
"283",5340160,53.4016,10.199995,10.199995,6119997024.53613
"284",5422720,54.2272,9.999995,9.999995,5999997138.97705
"285",5289472,52.894718,10.199995,10.199995,6119997024.53613
"286",5190656,51.906559,10.199995,10.199995,6119997024.53613
"287",5311360,53.113602,10.199995,10.199995,6119997024.53613
"288",5398784,53.987839,10.199995,10.199995,6119997024.53613
"289",5033088,50.330879,10.199995,10.199995,6119997024.53613
"290",5280768,52.807678,10.199995,10.199995,6119997024.53613
"291",5278720,52.787201,10.199995,10.199995,6119997024.53613
"292",5420288,54.202881,9.999995,9.999995,5999997138.97705
"293",5374080,53.740799,10.199995,10.199995,6119997024.53613
"294",5180416,51.804161,10.199995,10.199995,6119997024.53613
"295",5250560,52.5056,10.199995,10.199995,6119997024.53613
"296",5275648,52.756481,10.199995,10.199995,6119997024.53613
"297",5194624,51.946239,10.199995,10.199995,6119997024.53613
"298",5444608,54.446079,9.999995,9.999995,5999997138.97705
"299",5226880,52.268799,10.199995,10.199995,6119997024.53613
"300",5407488,54.074879,9.999995,9.999995,5999997138.97705
"301",5242624,52.426239,10.199995,10.199995,6119997024.53613
"302",5401472,54.014721,9.999995,9.999995,5999997138.97705
"303",5366656,53.666561,10.199995,10.199995,6119997024.53613
"304",5387136,53.871361,10.199995,10.199995,6119997024.53613
"305",5200384,52.003841,10.199995,10.199995,6119997024.53613
"306",5323392,53.233921,10.199995,10.199995,6119997024.53613
"307",5236992,52.369919,10.199995,10.199995,6119997024.53613
"308",5213696,52.136959,10.199995,10.199995,6119997024.53613
"309",5319552,53.195518,10.199995,10.199995,6119997024.53613
"310",5278464,52.784641,10.199995,10.199995,6119997024.53613
"311",5219200,52.192001,10.199995,10.199995,6119997024.53613
"312",5293312,52.933121,10.199995,10.199995,6119997024.53613
"313",5333504,53.335041,10.199995,10.199995,6119997024.53613
"314",5418496,54.184959,9.999995,9.999995,5999997138.97705
"315",5220352,52.203522,10.199995,10.199995,6119997024.53613
"316",5315968,53.159679,10.199995,10.199995,6119997024.53613
"317",5432960,54.329601,9.999995,9.999995,5999997138.97705
"318",5200640,52.006401,10.199995,10.199995,6119997024.53613
"319",5301888,53.018879,10.199995,10.199995,6119997024.53613
"320",5364096,53.640961,10.199995,10.199995,6119997024.53613
"321",5418112,54.181122,9.999995,9.999995,5999997138.97705
"322",5414784,54.147839,9.799995,9.799995,5879997253.41797
"323",5280256,52.802559,9.999995,9.999995,5999997138.97705
"324",5225088,52.250881,10.199995,10.199995,6119997024.53613
"325",5348224,53.482239,10.199995,10.199995,6119997024.53613
"326",5370112,53.701118,10.199995,10.199995,6119997024.53613
"327",5302144,53.021439,10.199995,10.199995,6119997024.53613
"328",5196160,51.961601,10.199995,10.199995,6119997024.53613
"329",5235072,52.350719,10.199995,10.199995,6119997024.53613
"330",5180800,51.807999,10.199995,10.199995,6119997024.53613
"331",5206400,52.063999,10.199995,10.199995,6119997024.53613
"332",5251328,52.513279,10.199995,10.199995,6119997024.53613
"333",5284736,52.847359,10.199995,10.199995,6119997024.53613
"334",5363200,53.632,10.199995,10.199995,6119997024.53613
"335",5211136,52.111359,10.199995,10.199995,6119997024.53613
"336",5339392,53.393921,10.199995,10.199995,6119997024.53613
"337",5278720,52.787201,10.199995,10.199995,6119997024.53613
"338",5321984,53.219841,10.199995,10.199995,6119997024.53613
"339",5319552,53.195518,10.199995,10.199995,6119997024.53613
"340",5373440,53.734402,10.199995,10.199995,6119997024.53613
"341",5298688,52.986881,10.199995,10.199995,6119997024.53613
"342",5341568,53.41568,10.199995,10.199995,6119997024.53613
"343",5467904,54.679039,9.999995,9.999995,5999997138.97705
"344",5347968,53.479679,10.199995,10.199995,6119997024.53613
"345",5396736,53.967361,10.199995,10.199995,6119997024.53613
"346",5202944,52.029442,10.199995,10.199995,6119997024.53613
"347",5330560,53.305599,10.199995,10.199995,6119997024.53613
"348",5335936,53.35936,10.199995,10.199995,6119997024.53613
"349",5206784,52.067841,10.199995,10.199995,6119997024.53613
"350",5293824,52.93824,10.199995,10.199995,6119997024.53613
"351",5288192,52.88192,10.199995,10.199995,6119997024.53613
"352",5282816,52.828159,10.199995,10.199995,6119997024.53613
"353",5199488,51.994881,10.199995,10.199995,6119997024.53613
"354",5215744,52.15744,10.199995,10.199995,6119997024.53613
"355",5402752,54.027519,9.999995,9.999995,5999997138.97705
"356",5215104,52.151039,10.199995,10.199995,6119997024.53613
"357",5233024,52.330238,10.199995,10.199995,6119997024.53613
"358",5261696,52.616959,10.199995,10.199995,6119997024.53613
"359",5139968,51.399681,10.199995,10.199995,6119997024.53613
"360",5295872,52.958721,10.199995,10.199995,6119997024.53613
"361",5199232,51.992321,10.199995,10.199995,6119997024.53613
"362",5276416,52.76416,10.199995,10.199995,6119997024.53613
"363",5268736,52.687359,10.199995,10.199995,6119997024.53613
"364",5222272,52.222721,10.199995,10.199995,6119997024.53613
"365",5271808,52.718079,10.199995,10.199995,6119997024.53613
"366",5293056,52.930561,10.199995,10.199995,6119997024.53613
